id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Escola Privada_1772766,Privada,Cede Centro da Dinamica de Ensino,Rua,"Tebas, 199",Jardim Brasil Zona Sul,4634030,Escola Privada,-23.552139,-46.647198
Escola Privada_1772767,Privada,Esc Part Caxinguele Bercario e Esc Ed Inf,Rua,"Tres de Maio, 72",Vila Clementino,4044020,Escola Privada,-21.559821,-50.449659
Escola Privada_1772768,Privada,Padua Colegio,Rua,"Avenida General Leite de Castro, 650",Jardim Santa Cruz,4182020,Escola Privada,-23.552139,-46.647198
Escola Privada_1772769,Privada,Costa Zavagli Colegio,Rua,"Assuncao Nossa Senhora, 1586",Vila Butanta,5359001,Escola Privada,-22.109489,-49.070391
Escola Privada_1772775,Privada,Lumiere Colegio,Rua,"Emilio Mallet, 651",Vila Gomes Cardim,3320000,Escola Privada,11.909094,21.304293
Escola Privada_1772791,Privada,Mondrian Colegio,Rua,"Bela Flor, 220",Vila Mariana,4128050,Escola Privada,-23.603458,-46.631858
Escola Privada_1772792,Privada,Colegio Anglo Leonardo da Vinci,Rua,"Armando de Arruda Pereira Engenheiro, 1888",Jabaquara,4308001,Escola Privada,-23.556525,-46.782748
Escola Privada_1772797,Privada,Eco Colegio,Rua,"Vespasiano, 41",Vila Romana,5044050,Escola Privada,-22.577974,-53.056864
Escola Privada_1772798,Privada,Ateg Escola Tecnica,Rua,"Rua Visconde Laguna, 56",Mooca,3112110,Escola Privada,-23.553543,-46.602789
Escola Privada_1772800,Privada,Poliedro Colegio,Rua,"Cabrini Madre, 38",Vila Mariana,4020000,Escola Privada,-23.592615,-46.636636
Escola Privada_1772805,Privada,Objetivo Centro Interescolar Unidade Paz,Rua,"Henri Dunant, 203",Santo Amaro,4709110,Escola Privada,-23.632422,-46.695868
Escola Privada_1772806,Privada,Super Nova Geracao Colegio,Rua,"Itaborai, 1481",Bosque da Saude,4135001,Escola Privada,-23.613622,-46.624602
Escola Privada_1772819,Privada,Monte Castelo Colegio,Rua,"Av Sta Catarina, 170",Vila Alexandria,4635000,Escola Privada,-21.134109,-48.958437
Escola Privada_1772820,Privada,Carlitos Escola Unidade I,Rua,"Brotero Conselheiro, 832",Santa Cecilia,1232010,Escola Privada,-23.407356,-46.340783
Escola Privada_1772821,Privada,Cr P Conv Annabel,Rua,"Valentin Lorenzetti 114, 114",Parque Residencial Cocaia,4851370,Escola Privada,-23.746225,-46.665407
Escola Privada_1772824,Privada,Campos Salles Colegio Unidade II,Rua,"Rio Verde, 1178",Vila Bruna,2934000,Escola Privada,-21.49981,-50.315838
Escola Privada_1772825,Privada,Bras Leme Colegio,Rua,"Avenida Nova dos Portugueses, 365",Chora Menino,2462080,Escola Privada,-23.495004,-46.641042
Escola Privada_1772826,Privada,Elite Colegio de Eifm,Rua,"Avenida Pedro Leon Schneider, 134",Santana,2012100,Escola Privada,-23.508979,-46.62669
Escola Privada_1772828,Privada,Joao Paulo I Colegio,Rua,"Mario Dias, 263",Jardim Trussardi,5519110,Escola Privada,-23.652387,-46.533937
Escola Privada_1772829,Privada,Brasilia de Sao Paulo Colegio,Rua,"Anga, 395",Vila Formosa,3360000,Escola Privada,-23.56959,-46.546803
Escola Privada_1772830,Privada,Cedac Colegio,Rua,"Paes de Barros, 3321",Parque da Mooca,3149100,Escola Privada,-23.579926,-46.586476
Escola Privada_1772835,Privada,Theobaldo de Nigris Escola Senai,Rua,"Bresser, 2315",Mooca,3162030,Escola Privada,-23.548701,-46.600408
Escola Privada_1772836,Privada,Paulo Ernesto Tolle Escola Senai Suico Brasileira,Rua,"Bento Branco de Andrade Filho, 379",Jardim Dom Bosco,4757000,Escola Privada,-23.648009,-46.721715
Escola Privada_1772837,Privada,Francisco Matarazzo Escola Senai,Rua,"Correia de Andrade, 232",Bras,3008020,Escola Privada,-23.54267,-46.61967
Escola Privada_1772839,Privada,Oswald de Andrade Colegio Unidade II,Rua,"Cerro Cora, 2375",Vila Romana,5061450,Escola Privada,-22.577974,-53.056864
Escola Privada_1772846,Privada,Cei Indir Perola Byington,Rua,"Capitao Busse, 1009",Parque Edu Chaves,2232050,Escola Privada,-23.552139,-46.647198
Escola Privada_1772850,Privada,Cr P Conv Girassol,Rua,"Herman Rechter, 8",Vila Penteado,2864050,Escola Privada,-23.779579,-45.358564
