id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Fast Food_10987429,Ragazzo,Ragazzo,Rua,R. Des. Eliseu Guilherme,Paraíso,04000-030,Fast Food,-20.171852,-49.968848
Fast Food_10987432,Sucão,Sucao Mooca Plaza,Rua,R. Cap. Pacheco e Chaves,Vila Prudente,03126-000,Fast Food,-23.581888,-46.59098
Fast Food_10987445,Burger King,Burger King Tiete Mall,Rua,R. Voluntários da Pátria,Santana,02010-000,Fast Food,-23.497705,-46.625806
Fast Food_10987448,Ragazzo,Ragazzo,Rua,Av. Eng. Caetano Álvares,Parque Mandaqui,02413-100,Fast Food,-23.50488,-46.667358
Fast Food_10987514,Burger King,Burger King,Rua,Avenida Marechal Tito,São Miguel Paulista,08115-100,Fast Food,-23.494983,-46.410055
Fast Food_10987543,Mcdonald´s,Mcdonalds,Rua,Av. Raimundo Pereira de Magalhães,Vila Pirituba,05145-000,Fast Food,-23.460084,-46.720966
Fast Food_10987547,Mcdonald´s,Mcdonalds,Rua,Av. da Aclimação,Aclimação,01531-001,Fast Food,-23.570242,-46.632764
Fast Food_10987558,Burger King,Burger King,Rua,Av. José Maria Whitaker,Planalto Paulista,04026-002,Fast Food,-23.699226,-46.56788
Fast Food_10987603,Mcdonald´s,Mcdonalds,Rua,Estr. do Campo Limpo,Campo Limpo,05763-440,Fast Food,-23.472259,-46.308702
Fast Food_10987605,Subway,Subway,Rua,Av. Amador Bueno da Veiga,Penha de França,03635-001,Fast Food,-23.521469,-46.528449
Fast Food_10987607,Ragazzo,Ragazzo,Rua,Av. Maria Coelho Aguiar,Jardim São Luís,05805-000,Fast Food,-23.651726,-46.73384
Fast Food_10987618,Pizza Prime,Apoena Pizza Prime,Rua,Av. Nova Cantareira,Cantareira,02340-000,Fast Food,-23.472806,-46.615294
Fast Food_10987619,Mcdonald´s,Mcdonalds,Rua,Av. Eliseu de Almeida,Jardim Pinheiros,05533-000,Fast Food,-23.584358,-46.727676
Fast Food_10987636,Subway,Subway,Rua,Av. Aricanduva,Jardim Aricanduva,03456-000,Fast Food,-23.561292,-46.511863
Fast Food_10987670,Mcdonald´s,Mcdonalds,Rua,Av. Souza Ramos,Guaianases,08490-490,Fast Food,-23.574702,-46.412111
